id,name
http://purl.bioontology.org/ontology/OMIM/301054,VEXAS SYNDROME
http://purl.bioontology.org/ontology/OMIM/619220,IMMUNODEFICIENCY 78 WITH AUTOIMMUNITY AND DEVELOPMENTAL DELAY
http://purl.bioontology.org/ontology/OMIM/619381,IMMUNODEFICIENCY 82 WITH SYSTEMIC INFLAMMATION
http://purl.bioontology.org/ontology/OMIM/608971,IMMUNODEFICIENCY 104
http://purl.bioontology.org/ontology/OMIM/619924,IMMUNODEFICIENCY 105
http://purl.bioontology.org/ontology/OMIM/620603,"IMMUNODEFICIENCY 114, FOLATE-RESPONSIVE"
http://purl.bioontology.org/ontology/OMIM/613179,PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY
http://purl.bioontology.org/ontology/OMIM/231670,GLUTARIC ACIDEMIA I
http://purl.bioontology.org/ontology/OMIM/600118,WARBURG MICRO SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/607944,SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION
http://purl.bioontology.org/ontology/OMIM/226800,"EPILEPSY, PHOTOGENIC, WITH SPASTIC DIPLEGIA AND MENTAL RETARDATION"
http://purl.bioontology.org/ontology/OMIM/206900,"MICROPHTHALMIA, SYNDROMIC 3"
http://purl.bioontology.org/ontology/OMIM/309590,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, TURNER TYPE"
http://purl.bioontology.org/ontology/OMIM/300048,"INTESTINAL PSEUDOOBSTRUCTION, NEURONAL, CHRONIC IDIOPATHIC, X-LINKED"
http://purl.bioontology.org/ontology/OMIM/300966,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 33"
http://purl.bioontology.org/ontology/OMIM/617008,"CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3"
http://purl.bioontology.org/ontology/OMIM/233400,PERRAULT SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/617830,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 58
http://purl.bioontology.org/ontology/OMIM/619420,MARTSOLF SYNDROME 2
http://purl.bioontology.org/ontology/OMIM/619487,AICARDI-GOUTIERES SYNDROME 9
http://purl.bioontology.org/ontology/OMIM/619691,"TRICHOTHIODYSTROPHY 8, NONPHOTOSENSITIVE"
http://purl.bioontology.org/ontology/OMIM/616878,"METABOLIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION"
http://purl.bioontology.org/ontology/OMIM/619980,BRADDOCK-CAREY SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/600072,FATAL FAMILIAL INSOMNIA
http://purl.bioontology.org/ontology/OMIM/614498,"RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL"
http://purl.bioontology.org/ontology/OMIM/300894,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5
http://purl.bioontology.org/ontology/OMIM/616840,"PARKINSON DISEASE 23, AUTOSOMAL RECESSIVE EARLY-ONSET"
http://purl.bioontology.org/ontology/OMIM/601559,STUVE-WIEDEMANN SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/234200,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 1
http://purl.bioontology.org/ontology/OMIM/277900,WILSON DISEASE
http://purl.bioontology.org/ontology/OMIM/300322,LESCH-NYHAN SYNDROME
http://purl.bioontology.org/ontology/OMIM/109150,MACHADO-JOSEPH DISEASE
http://purl.bioontology.org/ontology/OMIM/254200,MYASTHENIA GRAVIS
http://purl.bioontology.org/ontology/OMIM/226600,"EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/252930,"MUCOPOLYSACCHARIDOSIS, TYPE IIIC"
http://purl.bioontology.org/ontology/OMIM/252940,"MUCOPOLYSACCHARIDOSIS, TYPE IIID"
http://purl.bioontology.org/ontology/OMIM/157900,MOEBIUS SYNDROME
http://purl.bioontology.org/ontology/OMIM/147421,INCLUSION BODY MYOSITIS
http://purl.bioontology.org/ontology/OMIM/606764,GASTROINTESTINAL STROMAL TUMOR
http://purl.bioontology.org/ontology/OMIM/158300,"ARTHROGRYPOSIS, DISTAL, TYPE 7"
http://purl.bioontology.org/ontology/OMIM/214800,CHARGE SYNDROME
http://purl.bioontology.org/ontology/OMIM/230900,"GAUCHER DISEASE, TYPE II"
http://purl.bioontology.org/ontology/OMIM/249900,METACHROMATIC LEUKODYSTROPHY DUE TO SAPOSIN B DEFICIENCY
http://purl.bioontology.org/ontology/OMIM/164300,OCULOPHARYNGEAL MUSCULAR DYSTROPHY 1
http://purl.bioontology.org/ontology/OMIM/200150,CHOREOACANTHOCYTOSIS
http://purl.bioontology.org/ontology/OMIM/302800,"CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 1"
http://purl.bioontology.org/ontology/OMIM/254210,"MYASTHENIC SYNDROME, CONGENITAL, 6, PRESYNAPTIC"
http://purl.bioontology.org/ontology/OMIM/207950,CHIARI MALFORMATION TYPE II
http://purl.bioontology.org/ontology/OMIM/118420,CHIARI MALFORMATION TYPE I
http://purl.bioontology.org/ontology/OMIM/255700,"MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/254900,"EPILEPSY, PROGRESSIVE MYOCLONIC, 4, WITH OR WITHOUT RENAL FAILURE"
http://purl.bioontology.org/ontology/OMIM/164400,SPINOCEREBELLAR ATAXIA 1
http://purl.bioontology.org/ontology/OMIM/183090,SPINOCEREBELLAR ATAXIA 2
http://purl.bioontology.org/ontology/OMIM/600223,SPINOCEREBELLAR ATAXIA 4
http://purl.bioontology.org/ontology/OMIM/183086,SPINOCEREBELLAR ATAXIA 6
http://purl.bioontology.org/ontology/OMIM/164500,SPINOCEREBELLAR ATAXIA 7
http://purl.bioontology.org/ontology/OMIM/271930,"STRIATONIGRAL DEGENERATION, INFANTILE"
http://purl.bioontology.org/ontology/OMIM/301835,ARTS SYNDROME
http://purl.bioontology.org/ontology/OMIM/304700,MOHR-TRANEBJAERG SYNDROME
http://purl.bioontology.org/ontology/OMIM/211530,BROWN-VIALETTO-VAN LAERE SYNDROME 1
http://purl.bioontology.org/ontology/OMIM/600795,FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 7
http://purl.bioontology.org/ontology/OMIM/157640,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 1"
http://purl.bioontology.org/ontology/OMIM/609454,"SUPRANUCLEAR PALSY, PROGRESSIVE, 2"
http://purl.bioontology.org/ontology/OMIM/608931,"MYASTHENIC SYNDROME, CONGENITAL, 4C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY"
http://purl.bioontology.org/ontology/OMIM/608782,PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY
http://purl.bioontology.org/ontology/OMIM/608768,SPINOCEREBELLAR ATAXIA 8
http://purl.bioontology.org/ontology/OMIM/608627,AMYOTROPHIC LATERAL SCLEROSIS 8
http://purl.bioontology.org/ontology/OMIM/500001,LEBER OPTIC ATROPHY AND DYSTONIA
http://purl.bioontology.org/ontology/OMIM/313200,"SPINAL AND BULBAR MUSCULAR ATROPHY, X-LINKED 1"
http://purl.bioontology.org/ontology/OMIM/308940,"LEIOMYOMATOSIS, DIFFUSE, WITH ALPORT SYNDROME"
http://purl.bioontology.org/ontology/OMIM/608013,"GAUCHER DISEASE, PERINATAL LETHAL"
http://purl.bioontology.org/ontology/OMIM/607736,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2J"
http://purl.bioontology.org/ontology/OMIM/607674,"CATARACT, CONGENITAL, WITH MENTAL IMPAIRMENT AND DENTATE GYRUS ATROPHY"
http://purl.bioontology.org/ontology/OMIM/607625,"NIEMANN-PICK DISEASE, TYPE C2"
http://purl.bioontology.org/ontology/OMIM/607483,THIAMINE METABOLISM DYSFUNCTION SYNDROME 2 (BIOTIN- OR THIAMINE-RESPONSIVE TYPE)
http://purl.bioontology.org/ontology/OMIM/300261,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, ARMFIELD TYPE"
http://purl.bioontology.org/ontology/OMIM/300260,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, LUBS TYPE"
http://purl.bioontology.org/ontology/OMIM/607346,SPINOCEREBELLAR ATAXIA 19
http://purl.bioontology.org/ontology/OMIM/607259,"SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/607236,"HYPOPREBETALIPOPROTEINEMIA, ACANTHOCYTOSIS, RETINITIS PIGMENTOSA, AND PALLIDAL DEGENERATION"
http://purl.bioontology.org/ontology/OMIM/264470,PEROXISOMAL ACYL-CoA OXIDASE DEFICIENCY
http://purl.bioontology.org/ontology/OMIM/256030,NEMALINE MYOPATHY 2
http://purl.bioontology.org/ontology/OMIM/128101,"DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT"
http://purl.bioontology.org/ontology/OMIM/610250,"SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT"
http://purl.bioontology.org/ontology/OMIM/606353,"PRIMARY LATERAL SCLEROSIS, JUVENILE"
http://purl.bioontology.org/ontology/OMIM/606159,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3
http://purl.bioontology.org/ontology/OMIM/606002,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 2"
http://purl.bioontology.org/ontology/OMIM/605361,SPINOCEREBELLAR ATAXIA 14
http://purl.bioontology.org/ontology/OMIM/224500,"DYSTONIA 2, TORSION, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/220111,"MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 5"
http://purl.bioontology.org/ontology/OMIM/610217,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2B
http://purl.bioontology.org/ontology/OMIM/604360,"SPASTIC PARAPLEGIA 11, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/205100,"AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE"
http://purl.bioontology.org/ontology/OMIM/603034,"MYASTHENIC SYNDROME, CONGENITAL, 5"
http://purl.bioontology.org/ontology/OMIM/609629,"VISCERAL NEUROPATHY, FAMILIAL, 3, AUTOSOMAL DOMINANT"
http://purl.bioontology.org/ontology/OMIM/168601,"PARKINSON DISEASE 1, AUTOSOMAL DOMINANT"
http://purl.bioontology.org/ontology/OMIM/128235,DYSTONIA 12
http://purl.bioontology.org/ontology/OMIM/603516,SPINOCEREBELLAR ATAXIA 10
http://purl.bioontology.org/ontology/OMIM/611637,"PRIMARY LATERAL SCLEROSIS, ADULT, 1"
http://purl.bioontology.org/ontology/OMIM/108600,"SPASTIC ATAXIA 1, AUTOSOMAL DOMINANT"
http://purl.bioontology.org/ontology/OMIM/611694,DYSTONIA WITH CEREBELLAR ATROPHY
http://purl.bioontology.org/ontology/OMIM/607694,"LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM"
http://purl.bioontology.org/ontology/OMIM/612069,AMYOTROPHIC LATERAL SCLEROSIS 10 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
http://purl.bioontology.org/ontology/OMIM/612067,DYSTONIA 16
http://purl.bioontology.org/ontology/OMIM/300243,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, CHRISTIANSON TYPE"
http://purl.bioontology.org/ontology/OMIM/613327,"LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 4"
http://purl.bioontology.org/ontology/OMIM/613077,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 5"
http://purl.bioontology.org/ontology/OMIM/300000,OPITZ GBBB SYNDROME
http://purl.bioontology.org/ontology/OMIM/613412,"ESOPHAGITIS, EOSINOPHILIC, 2"
http://purl.bioontology.org/ontology/OMIM/613435,AMYOTROPHIC LATERAL SCLEROSIS 12 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
http://purl.bioontology.org/ontology/OMIM/613561,"MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 2"
http://purl.bioontology.org/ontology/OMIM/168600,"PARKINSON DISEASE, LATE-ONSET"
http://purl.bioontology.org/ontology/OMIM/257220,"NIEMANN-PICK DISEASE, TYPE C1"
http://purl.bioontology.org/ontology/OMIM/160900,MYOTONIC DYSTROPHY 1
http://purl.bioontology.org/ontology/OMIM/300857,AMYOTROPHIC LATERAL SCLEROSIS 15 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
http://purl.bioontology.org/ontology/OMIM/614381,"LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM"
http://purl.bioontology.org/ontology/OMIM/614399,"CONGENITAL MYOPATHY 10A, SEVERE VARIANT"
http://purl.bioontology.org/ontology/OMIM/614487,"SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/308350,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 1
http://purl.bioontology.org/ontology/OMIM/612319,"SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSIVE, WITH OR WITHOUT NEURODEGENERATION"
http://purl.bioontology.org/ontology/OMIM/615033,"SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE"
http://purl.bioontology.org/ontology/OMIM/620249,"CONGENITAL MYOPATHY 10B, MILD VARIANT"
http://purl.bioontology.org/ontology/OMIM/614707,BROWN-VIALETTO-VAN LAERE SYNDROME 2
http://purl.bioontology.org/ontology/OMIM/614744,"FACIAL PARESIS, HEREDITARY CONGENITAL, 3"
http://purl.bioontology.org/ontology/OMIM/614756,CEREBELLAR DYSFUNCTION WITH VARIABLE COGNITIVE AND BEHAVIORAL ABNORMALITIES
http://purl.bioontology.org/ontology/OMIM/614877,PEROXISOME BIOGENESIS DISORDER 8B
http://purl.bioontology.org/ontology/OMIM/606070,AMYOTROPHIC LATERAL SCLEROSIS 21
http://purl.bioontology.org/ontology/OMIM/615471,MITOCHONDRIAL DNA DEPLETION SYNDROME 13 (ENCEPHALOMYOPATHIC TYPE)
http://purl.bioontology.org/ontology/OMIM/615530,"PARKINSON DISEASE 20, EARLY-ONSET"
http://purl.bioontology.org/ontology/OMIM/615599,"NEURODEVELOPMENTAL DISORDER WITH FEEDING DIFFICULTIES, THIN CORPUS CALLOSUM, AND FOOT DEFORMITY"
http://purl.bioontology.org/ontology/OMIM/615750,MOYAMOYA DISEASE 6 WITH OR WITHOUT ACHALASIA
http://purl.bioontology.org/ontology/OMIM/615945,SPINOCEREBELLAR ATAXIA 37
http://purl.bioontology.org/ontology/OMIM/615911,FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 2
http://purl.bioontology.org/ontology/OMIM/615919,ATAXIA-TELANGIECTASIA-LIKE DISORDER 2
http://purl.bioontology.org/ontology/OMIM/616029,ECTODERMAL DYSPLASIA/SHORT STATURE SYNDROME
http://purl.bioontology.org/ontology/OMIM/601462,"MYASTHENIC SYNDROME, CONGENITAL, 1A, SLOW-CHANNEL"
http://purl.bioontology.org/ontology/OMIM/258450,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1"
http://purl.bioontology.org/ontology/OMIM/616795,SPINOCEREBELLAR ATAXIA 42
http://purl.bioontology.org/ontology/OMIM/616479,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2"
http://purl.bioontology.org/ontology/OMIM/616439,FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 4
http://purl.bioontology.org/ontology/OMIM/616437,FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 3
http://purl.bioontology.org/ontology/OMIM/616364,WHITE-SUTTON SYNDROME
http://purl.bioontology.org/ontology/OMIM/608930,"MYASTHENIC SYNDROME, CONGENITAL, 1B, FAST-CHANNEL"
http://purl.bioontology.org/ontology/OMIM/605809,"MYASTHENIC SYNDROME, CONGENITAL, 4A, SLOW-CHANNEL"
http://purl.bioontology.org/ontology/OMIM/617282,"DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES"
http://purl.bioontology.org/ontology/OMIM/617258,"MYOPATHY, MYOFIBRILLAR, 8"
http://purl.bioontology.org/ontology/OMIM/617235,"MYOCLONUS, INTRACTABLE, NEONATAL"
http://purl.bioontology.org/ontology/OMIM/617171,NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND IMPAIRED EXPRESSIVE LANGUAGE AND WITH OR WITHOUT SEIZURES
http://purl.bioontology.org/ontology/OMIM/617162,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 46
http://purl.bioontology.org/ontology/OMIM/617143,"MYASTHENIC SYNDROME, CONGENITAL, 20, PRESYNAPTIC"
http://purl.bioontology.org/ontology/OMIM/617086,ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 2
http://purl.bioontology.org/ontology/OMIM/617069,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 3"
http://purl.bioontology.org/ontology/OMIM/617055,PERCHING SYNDROME
http://purl.bioontology.org/ontology/OMIM/617054,"STRIATONIGRAL DEGENERATION, CHILDHOOD-ONSET"
http://purl.bioontology.org/ontology/OMIM/617051,NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY AND GRAY SCLERAE
